<<<<<<< HEAD
Company Name,Status,Ship Date,City,State,Zip,Shipping Service,Created Date,Weight,Item/Bottle Count
Ecom2,,7/1/20,Keysville,VA,23947,FEH,6/30/20,7,1
Ecom2,,7/1/20,Jacksonville,FL,32259,FEH,6/30/20,7,1
Ecom2,,7/1/20,Quakertown,PA,18951,UPS,6/30/20,7,1
Ecom2,,7/1/20,Thousand Oaks,CA,91362,UPS,6/30/20,7,1
Winery2,,7/2/20,Aiken,SC,29803,UPS,6/30/20,39,12
Winery2,,7/2/20,Elk Grove,CA,95758,UPS,6/30/20,13.5,2
Winery2,,7/2/20,Brick,NJ,8724,UPS,4/15/20,39,12
Winery2,,7/2/20,Brick,NJ,8724,UPS,4/15/20,7,1
Winery2,,7/2/20,Napa,CA,94558,WCU,6/22/20,39,12
Winery2,,7/2/20,Napa,CA,94558,WCU,6/22/20,39,12
Winery2,,7/2/20,Napa,CA,94558,WCU,6/22/20,39,12
Winery1,,7/1/20,Northport,MI,49670,UP2,6/26/20,39,12
Winery1,,7/1/20,Studio City,CA,91604,UPS,6/23/20,14,4
Winery1,,7/2/20,Scarsdale,NY,10583,UPS,6/30/20,39,12
Winery1,,7/2/20,Indianapolis,IN,46240,UPS,6/23/20,39,12
Winery1,,7/2/20,ridgewood,NJ,7450,UPS,6/30/20,11.5,1
Winery1,,7/2/20,Decatur,GA,30030,UPS,6/30/20,4,1
Winery1,,7/2/20,Chicago,IL,60631,UPS,6/30/20,4,1
Winery1,,7/2/20,Millburn,NJ,7041,UPS,6/30/20,4,1
Winery1,,7/2/20,Indianapolis,IN,46240,UPS,6/23/20,20.2,6
Winery1,,7/1/20,San Juan Capistrano,CA,92675,UPS,6/30/20,14,4
Winery1,,7/2/20,Brielle,NJ,8730,UPS,6/30/20,39,12
Winery1,,7/2/20,Tampa,FL,33603,UPS,6/30/20,39,12
Winery1,,7/2/20,Indianapolis,IN,46240,UPS,6/23/20,39,12
Winery1,,7/1/20,Castro Valley,CA,94552,UPS,6/30/20,14,4
Winery1,,7/2/20,Teaneck,NJ,7666,UPS,6/30/20,7,2
Winery1,,7/2/20,Brooklyn,NY,11238,UPS,6/30/20,4,1
Winery1,,7/1/20,Bothell,WA,98021,UPS,6/23/20,27,8
Winery1,,7/2/20,Western springs,IL,60558,UPS,6/30/20,39,12
Winery1,,7/2/20,Atlanta,GA,30326,UPS,6/30/20,4,1
Winery1,,7/1/20,Reno,NV,89509,UPS,6/23/20,39,12
Winery1,,7/1/20,Saratoga,CA,95070,UPS,6/30/20,14,4
Winery1,,7/2/20,Wellesley,MA,2481,UPS,6/30/20,4,1
Winery1,,7/1/20,Santa Barbara,CA,93108,UPS,6/23/20,39,12
